filename,schema_version,date,parliament_no,session_no,period_no,chamber,page_no,proof
2000-09-07,2.0,2000-09-07,39,1.0,7.0,SENATE,17523.0,0.0
2000-09-07,2.0,2000-09-07,39,1,7,REPS,20385,0.0
2000-10-03,2.0,2000-10-03,39,1.0,7.0,SENATE,17659.0,0.0
2000-10-03,2.0,2000-10-03,39,1,7,REPS,20563,0.0
2000-10-04,2.0,2000-10-04,39,1.0,7.0,SENATE,17773.0,0.0
2000-10-04,2.0,2000-10-04,39,1,7,REPS,20683,0.0
2000-10-05,2.0,2000-10-05,39,1.0,7.0,SENATE,17911.0,0.0
2000-10-05,2.0,2000-10-05,39,1,7,REPS,20859,0.0
2000-10-09,2.0,2000-10-09,39,1.0,7.0,SENATE,18045.0,0.0
2000-10-09,2.0,2000-10-09,37,1,7,REPS,21017,0.0
2000-10-10,2.0,2000-10-10,39,1.0,7.0,SENATE,18173.0,0.0
2000-10-10,2.0,2000-10-10,39,1,7,REPS,21151,0.0
2000-10-11,2.0,2000-10-11,39,1.0,7.0,SENATE,18245.0,0.0
2000-10-11,2.0,2000-10-11,39,1,7,REPS,21213,0.0
2000-10-12,2.0,2000-10-12,39,1,7,REPS,21407,0.0
2000-10-30,2.0,2000-10-30,39,1.0,7.0,SENATE,18535.0,0.0
2000-10-30,2.0,2000-10-30,39,1,7,REPS,21561,0.0
2000-10-31,2.0,2000-10-31,39,1.0,7.0,SENATE,18675.0,0.0
2000-10-31,2.0,2000-10-31,39,1,7,REPS,21687,0.0
2000-11-01,2.0,2000-11-01,39,1.0,7.0,SENATE,18771.0,0.0
2000-11-01,2.0,2000-11-01,39,1,7,REPS,21793,0.0
2000-11-02,2.0,2000-11-02,39,1.0,7.0,SENATE,18917.0,0.0
2000-11-02,2.0,2000-11-02,39,1,7,REPS,21973,0.0
2000-11-06,2.0,2000-11-06,39,1.0,7.0,SENATE,19091.0,0.0
2000-11-06,2.0,2000-11-06,39,1,7,REPS,22129,0.0
2000-11-07,2.0,2000-11-07,39,1.0,7.0,SENATE,19229.0,0.0
2000-11-07,2.0,2000-11-07,39,1,7,REPS,22263,0.0
2000-11-08,2.0,2000-11-08,39,1.0,7.0,SENATE,19349.0,0.0
2000-11-08,2.0,2000-11-08,39,1,7,REPS,22359,0.0
2000-11-09,2.0,2000-11-09,39,1.0,7.0,SENATE,19495.0,1.0
2000-11-09,2.0,2000-11-09,39,1,7,REPS,22565,0.0
2000-11-10,2.0,2000-11-10,39,1.0,7.0,SENATE,19669.0,0.0
2000-11-27,2.0,2000-11-27,39,1.0,7.0,SENATE,19737.0,1.0
2000-11-27,2.0,2000-11-27,39,1,7,REPS,22697,0.0
2000-11-28,2.0,2000-11-28,39,1.0,7.0,SENATE,19893.0,0.0
2000-11-28,2.0,2000-11-28,39,1,7,REPS,22835,0.0
2000-11-29,2.0,2000-11-29,39,1.0,7.0,SENATE,20067.0,0.0
2000-11-29,2.0,2000-11-29,39,1,7,REPS,22933,0.0
2000-11-30,2.0,2000-11-30,39,1.0,7.0,SENATE,20219.0,0.0
2000-11-30,2.0,2000-11-30,39,1,7,REPS,23105,0.0
2000-12-01,2.0,2000-12-01,39,1.0,7.0,SENATE,20419.0,0.0
2000-12-04,2.0,2000-12-04,39,1.0,7.0,SENATE,20485.0,0.0
2000-12-04,2.0,2000-12-04,39,1,7,REPS,23219,0.0
2000-12-05,2.0,2000-12-05,39,1.0,7.0,SENATE,20645.0,0.0
2000-12-05,2.0,2000-12-05,39,1,7,REPS,23343,0.0
2000-12-06,2.0,2000-12-06,39,1.0,7.0,SENATE,20813.0,0.0
2000-12-06,2.0,2000-12-06,39,1,7,REPS,23439,0.0
2000-12-07,2.0,2000-12-07,39,1.0,7.0,SENATE,21021.0,0.0
2000-12-07,2.0,2000-12-07,39,1,7,REPS,23589,0.0
2001-02-06,2.0,2001-02-06,39,1.0,8.0,SENATE,21301.0,0.0
2001-02-06,2.0,2001-02-06,39,1,8,REPS,23875,0.0
2001-02-07,2.0,2001-02-07,39,1.0,8.0,SENATE,21439.0,0.0
2001-02-07,2.0,2001-02-07,39,1,8,REPS,24033,0.0
2001-02-08,2.0,2001-02-08,39,1.0,8.0,SENATE,21651.0,0.0
2001-02-08,2.0,2001-02-08,39,1,8,REPS,24213,0.0
2001-02-26,2.0,2001-02-26,39,1.0,8.0,SENATE,21841.0,0.0
2001-02-26,2.0,2001-02-26,39,1,8,REPS,24319,0.0
2001-02-27,2.0,2001-02-27,39,1.0,8.0,SENATE,22053.0,0.0
2001-02-27,2.0,2001-02-27,39,1,8,REPS,24465,0.0
2001-02-28,2.0,2001-02-28,39,1.0,8.0,SENATE,22159.0,0.0
2001-02-28,2.0,2001-02-28,39,1,8,REPS,24575,0.0
2001-03-01,2.0,2001-03-01,39,1.0,8.0,SENATE,22281.0,0.0
2001-03-01,2.0,2001-03-01,39,1,8,REPS,24745,0.0
2001-03-05,2.0,2001-03-05,39,1.0,8.0,SENATE,22449.0,0.0
2001-03-05,2.0,2001-03-05,39,1,8,REPS,24891,0.0
2001-03-06,2.0,2001-03-06,39,1.0,8.0,SENATE,22573.0,0.0
2001-03-06,2.0,2001-03-06,39,1,8,REPS,25069,0.0
2001-03-07,2.0,2001-03-07,39,1.0,8.0,SENATE,22645.0,0.0
2001-03-07,2.0,2001-03-07,39,1,8,REPS,25215,0.0
2001-03-08,2.0,2001-03-08,39,1.0,8.0,SENATE,22777.0,0.0
2001-03-08,2.0,2001-03-08,39,1,8,REPS,25415,0.0
2001-03-26,2.0,2001-03-26,39,1.0,8.0,SENATE,22909.0,0.0
2001-03-26,2.0,2001-03-26,39,1,8,REPS,25553,0.0
2001-03-27,2.0,2001-03-27,39,1.0,8.0,SENATE,23067.0,1.0
2001-03-27,2.0,2001-03-27,39,1,8,REPS,25697,0.0
2001-03-28,2.0,2001-03-28,39,1.0,8.0,SENATE,23147.0,0.0
2001-03-28,2.0,2001-03-28,19,1,8,REPS,25799,0.0
2001-03-29,2.0,2001-03-29,39,1.0,8.0,SENATE,23285.0,0.0
2001-03-29,2.0,2001-03-29,39,1,8,REPS,25975,0.0
2001-04-02,2.0,2001-04-02,39,1.0,8.0,SENATE,23415.0,0.0
2001-04-02,2.0,2001-04-02,39,1,8,REPS,26103,0.0
2001-04-03,2.0,2001-04-03,39,1.0,8.0,SENATE,23539.0,0.0
2001-04-03,2.0,2001-04-03,39,1,8,REPS,26237,0.0
2001-04-04,2.0,2001-04-04,39,1.0,8.0,SENATE,23615.0,0.0
2001-04-04,2.0,2001-04-04,39,1,8,REPS,26341,0.0
2001-04-05,2.0,2001-04-05,39,1.0,8.0,SENATE,23747.0,0.0
2001-04-05,2.0,2001-04-05,39,1,8,REPS,26515,0.0
2001-05-09,2.0,2001-05-09,39,1.0,8.0,SENATE,23921.0,0.0
2001-05-09,2.0,2001-05-09,39,1,8,REPS,26647,0.0
2001-05-10,2.0,2001-05-10,39,1.0,8.0,SENATE,23927.0,0.0
2001-05-10,2.0,2001-05-10,39,1,8,REPS,26653,0.0
2001-05-22,2.0,2001-05-22,39,1.0,9.0,SENATE,23935.0,0.0
2001-05-22,2.0,2001-05-22,39,1,9,REPS,26667,0.0
2001-05-23,2.0,2001-05-23,39,1.0,9.0,SENATE,24143.0,0.0
2001-05-23,2.0,2001-05-23,39,1,9,REPS,26821,0.0
2001-05-24,2.0,2001-05-24,39,1.0,9.0,SENATE,24255.0,0.0
2001-05-24,2.0,2001-05-24,39,1,9,REPS,26965,0.0
2001-06-04,2.0,2001-06-04,39,1,9,REPS,27107,0.0
2001-06-05,2.0,2001-06-05,39,1,9,REPS,27237,0.0
2001-06-06,2.0,2001-06-06,39,1,9,REPS,27339,0.0
2001-06-07,2.0,2001-06-07,39,1,9,REPS,27503,0.0
2001-06-18,2.0,2001-06-18,39,1.0,9.0,SENATE,24421.0,0.0
2001-06-18,2.0,2001-06-18,39,1,9,REPS,27673,0.0
2001-06-19,2.0,2001-06-19,39,1.0,9.0,SENATE,24597.0,0.0
2001-06-19,2.0,2001-06-19,39,1,9,REPS,27855,0.0
2001-06-20,2.0,2001-06-20,39,1.0,9.0,SENATE,24671.0,0.0
2001-06-20,2.0,2001-06-20,39,1,9,REPS,28031,0.0
2001-06-21,2.0,2001-06-21,39,1.0,9.0,SENATE,24817.0,0.0
2001-06-21,2.0,2001-06-21,39,1,9,REPS,28261,0.0
2001-06-25,2.0,2001-06-25,39,1.0,9.0,SENATE,24945.0,0.0
2001-06-25,2.0,2001-06-25,39,1,9,REPS,28419,0.0
2001-06-26,2.0,2001-06-26,39,1.0,9.0,SENATE,25065.0,0.0
2001-06-26,2.0,2001-06-26,39,1,9,REPS,28549,0.0
2001-06-27,2.0,2001-06-27,39,1.0,9.0,SENATE,25163.0,0.0
2001-06-27,2.0,2001-06-27,39,1,9,REPS,28635,0.0
2001-06-28,2.0,2001-06-28,39,1.0,9.0,SENATE,25311.0,0.0
2001-06-28,2.0,2001-06-28,39,1,9,REPS,28813,0.0
2001-08-06,2.0,2001-08-06,39,1.0,10.0,SENATE,25589.0,0.0
2001-08-06,2.0,2001-08-06,39,1,10,REPS,29099,0.0
2001-08-07,2.0,2001-08-07,39,,,SENATE,,0.0
2001-08-07,2.0,2001-08-07,39,1,10,REPS,29283,0.0
2001-08-08,2.0,2001-08-08,39,1.0,10.0,SENATE,25819.0,0.0
2001-08-08,2.0,2001-08-08,39,1,10,REPS,29375,0.0
2001-08-09,2.0,2001-08-09,39,1.0,10.0,SENATE,25943.0,0.0
2001-08-09,2.0,2001-08-09,39,1,10,REPS,29549,0.0
2001-08-20,2.0,2001-08-20,39,1.0,10.0,SENATE,26071.0,0.0
2001-08-20,2.0,2001-08-20,39,1,10,REPS,29679,0.0
2001-08-21,2.0,2001-08-21,39,1.0,10.0,SENATE,26209.0,0.0
2001-08-21,2.0,2001-08-21,39,1,10,REPS,29821,0.0
2001-08-22,2.0,2001-08-22,39,1.0,10.0,SENATE,26287.0,0.0
2001-08-22,2.0,2001-08-22,39,1,10,REPS,29911,0.0
2001-08-23,2.0,2001-08-23,39,1.0,10.0,SENATE,26439.0,0.0
2001-08-23,2.0,2001-08-23,39,1,10,REPS,30087,0.0
2001-08-27,2.0,2001-08-27,39,1.0,10.0,SENATE,26625.0,0.0
2001-08-27,2.0,2001-08-27,39,1,10,REPS,30215,0.0
2001-08-28,2.0,2001-08-28,39,1.0,10.0,SENATE,26761.0,0.0
2001-08-28,2.0,2001-08-28,39,1,10,REPS,30359,0.0
2001-08-29,2.0,2001-08-29,39,1.0,10.0,SENATE,26839.0,1.0
2001-08-29,2.0,2001-08-29,39,1,10,REPS,30465,0.0
2001-08-30,2.0,2001-08-30,39,1.0,10.0,SENATE,27043.0,0.0
2001-08-30,2.0,2001-08-30,39,1,10,REPS,30611,1.0
2001-09-17,2.0,2001-09-17,39,1.0,10.0,SENATE,27161.0,0.0
2001-09-17,2.0,2001-09-17,39,1,10,REPS,30739,0.0
2001-09-18,2.0,2001-09-18,39,1.0,10.0,SENATE,27243.0,0.0
2001-09-18,2.0,2001-09-18,39,1,10,REPS,30831,0.0
2001-09-19,2.0,2001-09-19,39,1.0,10.0,SENATE,27333.0,0.0
2001-09-19,2.0,2001-09-19,39,1,10,REPS,30931,0.0
2001-09-20,2.0,2001-09-20,39,1.0,10.0,SENATE,27465.0,0.0
2001-09-20,2.0,2001-09-20,39,1,10,REPS,31079,0.0
2001-09-24,2.0,2001-09-24,39,1.0,10.0,SENATE,27603.0,0.0
2001-09-24,2.0,2001-09-24,39,1,10,REPS,31221,0.0
2001-09-25,2.0,2001-09-25,39,1.0,10.0,SENATE,27763.0,0.0
2001-09-25,2.0,2001-09-25,39,1,10,REPS,31353,0.0
2001-09-26,2.0,2001-09-26,39,1.0,10.0,SENATE,27901.0,0.0
2001-09-26,2.0,2001-09-26,39,1,10,REPS,31451,0.0
2001-09-27,2.0,2001-09-27,39,1.0,10.0,SENATE,28107.0,0.0
2001-09-27,2.0,2001-09-27,39,1,10,REPS,31627,0.0
2002-02-12,2.0,2002-02-12,40,1.0,1.0,SENATE,1.0,0.0
2002-02-12,2.0,2002-02-12,40,1,1,REPS,1,0.0
2002-02-13,2.0,2002-02-13,40,1.0,1.0,SENATE,127.0,0.0
2002-02-13,2.0,2002-02-13,40,1,1,REPS,47,0.0
2002-02-14,2.0,2002-02-14,40,1.0,1.0,SENATE,257.0,0.0
2002-02-14,2.0,2002-02-14,40,1,1,REPS,187,0.0
2002-02-18,2.0,2002-02-18,40,1,2,REPS,301,0.0
2002-02-19,2.0,2002-02-19,40,1,2,REPS,415,0.0
2002-02-20,2.0,2002-02-20,40,1,2,REPS,501,0.0
2002-02-21,2.0,2002-02-21,40,1,2,REPS,681,0.0
2002-03-11,2.0,2002-03-11,40,1.0,1.0,SENATE,393.0,0.0
2002-03-11,2.0,2002-03-11,40,1,1,REPS,813,0.0
2002-03-12,2.0,2002-03-12,40,1.0,1.0,SENATE,509.0,0.0
2002-03-12,2.0,2002-03-12,40,1,1,REPS,989,0.0
2002-03-13,2.0,2002-03-13,40,1.0,1.0,SENATE,603.0,0.0
2002-03-13,2.0,2002-03-13,40,1,1,REPS,1105,0.0
2002-03-14,2.0,2002-03-14,40,1.0,1.0,SENATE,735.0,0.0
2002-03-14,2.0,2002-03-14,40,1,1,REPS,1297,0.0
2002-03-19,2.0,2002-03-19,40,1.0,1.0,SENATE,925.0,0.0
2002-03-19,2.0,2002-03-19,40,1,1,REPS,1457,0.0
2002-03-20,2.0,2002-03-20,40,1.0,1.0,SENATE,1031.0,0.0
2002-03-20,2.0,2002-03-20,40,1,1,REPS,1617,0.0
2002-03-21,2.0,2002-03-21,40,1.0,1.0,SENATE,1195.0,0.0
2002-03-21,2.0,2002-03-21,40,1,1,REPS,1833,0.0
2002-05-14,2.0,2002-05-14,40,1.0,2.0,SENATE,1341.0,0.0
2002-05-14,2.0,2002-05-14,40,1,2,REPS,1999,0.0
2002-05-15,2.0,2002-05-15,40,1.0,2.0,SENATE,1521.0,0.0
2002-05-15,2.0,2002-05-15,40,1,2,REPS,2149,0.0
2002-05-16,2.0,2002-05-16,40,1.0,2.0,SENATE,1691.0,0.0
2002-05-16,2.0,2002-05-16,40,1,2,REPS,2309,0.0
2002-05-27,2.0,2002-05-27,40,1,2,REPS,2429,0.0
2002-05-28,2.0,2002-05-28,40,1,2,REPS,2451,0.0
2002-05-29,2.0,2002-05-29,40,1,2,REPS,2559,0.0
2002-05-30,2.0,2002-05-30,40,1,2,REPS,2713,0.0
2002-06-03,2.0,2002-06-03,40,1,2,REPS,2891,0.0
2002-06-04,2.0,2002-06-04,40,1,2,REPS,3021,0.0
2002-06-05,2.0,2002-06-05,40,1,2,REPS,3115,0.0
2002-06-06,2.0,2002-06-06,40,1,2,REPS,3285,0.0
2002-06-17,2.0,2002-06-17,40,1.0,2.0,SENATE,1855.0,0.0
2002-06-17,2.0,2002-06-17,40,1,2,REPS,3411,0.0
2002-06-18,2.0,2002-06-18,40,1.0,2.0,SENATE,1991.0,0.0
2002-06-18,2.0,2002-06-18,40,1,2,REPS,3605,0.0
2002-06-19,2.0,2002-06-19,40,1.0,2.0,SENATE,2079.0,0.0
2002-06-19,2.0,2002-06-19,40,1,2,REPS,3777,0.0
2002-06-20,2.0,2002-06-20,40,1.0,2.0,SENATE,2251.0,0.0
2002-06-20,2.0,2002-06-20,40,1,2,REPS,4011,0.0
2002-06-24,2.0,2002-06-24,40,1.0,2.0,SENATE,2393.0,0.0
2002-06-24,2.0,2002-06-24,40,1,2,REPS,4167,0.0
2002-06-25,2.0,2002-06-25,40,1.0,2.0,SENATE,2527.0,0.0
2002-06-25,2.0,2002-06-25,40,1,2,REPS,4285,0.0
2002-06-26,2.0,2002-06-26,40,1.0,2.0,SENATE,2617.0,0.0
2002-06-26,2.0,2002-06-26,40,1,2,REPS,4379,0.0
2002-06-27,2.0,2002-06-27,40,1.0,2.0,SENATE,2779.0,0.0
2002-06-27,2.0,2002-06-27,40,1,2,REPS,4541,0.0
2002-08-19,2.0,2002-08-19,40,1.0,3.0,SENATE,3051.0,0.0
2002-08-19,2.0,2002-08-19,40,1,3,REPS,4775,0.0
2002-08-20,2.0,2002-08-20,40,1.0,3.0,SENATE,3299.0,0.0
2002-08-20,2.0,2002-08-20,40,1,3,REPS,5185,0.0
2002-08-21,2.0,2002-08-21,40,1.0,3.0,SENATE,3411.0,0.0
2002-08-21,2.0,2002-08-21,40,1,3,REPS,5301,0.0
2002-08-22,2.0,2002-08-22,40,1.0,3.0,SENATE,3535.0,0.0
2002-08-22,2.0,2002-08-22,40,1,3,REPS,5437,0.0
2002-08-26,2.0,2002-08-26,40,1.0,3.0,SENATE,3649.0,0.0
2002-08-26,2.0,2002-08-26,40,1,3,REPS,5561,0.0
2002-08-27,2.0,2002-08-27,40,1.0,3.0,SENATE,3765.0,0.0
2002-08-27,2.0,2002-08-27,40,1,3,REPS,5743,0.0
2002-08-28,2.0,2002-08-28,40,1.0,3.0,SENATE,3845.0,0.0
2002-08-28,2.0,2002-08-28,40,1,3,REPS,5905,0.0
2002-08-29,2.0,2002-08-29,40,1.0,3.0,SENATE,3947.0,0.0
2002-08-29,2.0,2002-08-29,40,1,3,REPS,6111,0.0
2002-09-16,2.0,2002-09-16,40,1.0,3.0,SENATE,4093.0,0.0
2002-09-16,2.0,2002-09-16,40,1,3,REPS,6221,0.0
2002-09-17,2.0,2002-09-17,40,1.0,3.0,SENATE,4227.0,0.0
2002-09-17,2.0,2002-09-17,40,1,3,REPS,6365,0.0
2002-09-18,2.0,2002-09-18,40,1.0,3.0,SENATE,4335.0,0.0
2002-09-18,2.0,2002-09-18,40,1,3,REPS,6537,0.0
2002-09-19,2.0,2002-09-19,40,1.0,3.0,SENATE,4453.0,0.0
2002-09-19,2.0,2002-09-19,40,1,3,REPS,6675,0.0
2002-09-23,2.0,2002-09-23,40,1.0,3.0,SENATE,4591.0,0.0
2002-09-23,2.0,2002-09-23,40,1,3,REPS,6941,0.0
2002-09-24,2.0,2002-09-24,40,1.0,3.0,SENATE,4717.0,0.0
2002-09-24,2.0,2002-09-24,40,1,3,REPS,7075,0.0
2002-09-25,2.0,2002-09-25,40,1.0,3.0,SENATE,4799.0,0.0
2002-09-25,2.0,2002-09-25,40,1,3,REPS,7163,0.0
2002-09-26,2.0,2002-09-26,40,1.0,3.0,SENATE,4951.0,0.0
2002-09-26,2.0,2002-09-26,40,1,3,REPS,7321,0.0
2002-10-14,2.0,2002-10-14,40,1.0,3.0,SENATE,5081.0,0.0
2002-10-14,2.0,2002-10-14,40,1,3,REPS,7497,0.0
2002-10-15,2.0,2002-10-15,40,1.0,3.0,SENATE,5115.0,0.0
2002-10-15,2.0,2002-10-15,40,1,3,REPS,7575,0.0
2002-10-16,2.0,2002-10-16,40,1.0,3.0,SENATE,5227.0,0.0
2002-10-16,2.0,2002-10-16,40,1,3,REPS,7677,0.0
2002-10-17,2.0,2002-10-17,40,1.0,3.0,SENATE,5349.0,0.0
2002-10-17,2.0,2002-10-17,40,1,3,REPS,7907,0.0
2002-10-21,2.0,2002-10-21,40,1.0,3.0,SENATE,5457.0,0.0
2002-10-21,2.0,2002-10-21,40,1,3,REPS,8079,0.0
2002-10-22,2.0,2002-10-22,40,1.0,3.0,SENATE,5577.0,0.0
2002-10-22,2.0,2002-10-22,40,1,3,REPS,8229,0.0
2002-10-23,2.0,2002-10-23,40,1.0,3.0,SENATE,5659.0,0.0
2002-10-23,2.0,2002-10-23,40,1,3,REPS,8405,0.0
2002-10-24,2.0,2002-10-24,40,1.0,3.0,SENATE,5815.0,0.0
2002-10-24,2.0,2002-10-24,40,1,3,REPS,8575,0.0
2002-11-11,2.0,2002-11-11,40,1.0,3.0,SENATE,5817.0,0.0
2002-11-11,2.0,2002-11-11,40,1,3,REPS,8577,0.0
2002-11-12,2.0,2002-11-12,40,1.0,3.0,SENATE,6055.0,0.0
2002-11-12,2.0,2002-11-12,40,1,3,REPS,8763,0.0
2002-11-13,2.0,2002-11-13,40,1.0,3.0,SENATE,6173.0,0.0
2002-11-13,2.0,2002-11-13,40,1,3,REPS,8853,0.0
2002-11-14,2.0,2002-11-14,40,1.0,3.0,SENATE,6321.0,0.0
2002-11-14,2.0,2002-11-14,40,1,3,REPS,9019,0.0
2002-11-15,2.0,2002-11-15,40,1.0,3.0,SENATE,6475.0,0.0
2002-11-18,2.0,2002-11-18,40,1.0,3.0,SENATE,6561.0,0.0
2002-11-19,2.0,2002-11-19,40,1.0,3.0,SENATE,6675.0,0.0
2002-12-02,2.0,2002-12-02,40,1.0,3.0,SENATE,6811.0,0.0
2002-12-02,2.0,2002-12-02,40,1,3,REPS,9239,0.0
2002-12-03,2.0,2002-12-03,40,1.0,3.0,SENATE,6987.0,0.0
2002-12-03,2.0,2002-12-03,40,1,3,REPS,9443,0.0
2002-12-04,2.0,2002-12-04,40,1.0,3.0,SENATE,7095.0,0.0
2002-12-04,2.0,2002-12-04,40,1,3,REPS,9535,0.0
2002-12-05,2.0,2002-12-05,40,1.0,3.0,SENATE,7223.0,0.0
2002-12-05,2.0,2002-12-05,40,1,3,REPS,9693,0.0
2002-12-09,2.0,2002-12-09,40,1.0,3.0,SENATE,7359.0,0.0
2002-12-09,2.0,2002-12-09,40,1,3,REPS,9845,0.0
2002-12-10,2.0,2002-12-10,40,1.0,3.0,SENATE,7533.0,0.0
2002-12-10,2.0,2002-12-10,40,1,3,REPS,9973,0.0
2002-12-11,2.0,2002-12-11,40,1.0,3.0,SENATE,7673.0,0.0
2002-12-11,2.0,2002-12-11,40,1,3,REPS,10075,0.0
2002-12-12,2.0,2002-12-12,40,1.0,3.0,SENATE,7813.0,0.0
2002-12-12,2.0,2002-12-12,40,1,3,REPS,10261,0.0
2003-02-04,2.0,2003-02-04,40,1.0,4.0,SENATE,8181.0,0.0
2003-02-04,2.0,2003-02-04,40,1,4,REPS,10633,0.0
2003-02-05,2.0,2003-02-05,40,1.0,4.0,SENATE,8491.0,0.0
2003-02-05,2.0,2003-02-05,40,1,4,REPS,10895,0.0
2003-02-06,2.0,2003-02-06,40,1.0,4.0,SENATE,8685.0,0.0
2003-02-06,2.0,2003-02-06,40,1,4,REPS,11071,0.0
2003-02-10,2.0,2003-02-10,40,1,4,REPS,11223,0.0
2003-02-11,2.0,2003-02-11,40,1,4,REPS,11411,0.0
2003-02-12,2.0,2003-02-12,40,1,4,REPS,11571,0.0
2003-02-13,2.0,2003-02-13,40,1,4,REPS,11775,0.0
2003-03-03,2.0,2003-03-03,40,1.0,4.0,SENATE,8815.0,0.0
2003-03-03,2.0,2003-03-03,40,1,4,REPS,11949,0.0
2003-03-04,2.0,2003-03-04,40,1.0,4.0,SENATE,8935.0,0.0
2003-03-04,2.0,2003-03-04,40,1,4,REPS,12097,0.0
2003-03-05,2.0,2003-03-05,40,1.0,4.0,SENATE,9199.0,0.0
2003-03-05,2.0,2003-03-05,40,1,4,REPS,12183,0.0
2003-03-06,2.0,2003-03-06,40,1.0,4.0,SENATE,9349.0,0.0
2003-03-06,2.0,2003-03-06,40,1,4,REPS,12359,0.0
2003-03-18,2.0,2003-03-18,40,1.0,4.0,SENATE,9497.0,0.0
2003-03-18,2.0,2003-03-18,40,1,4,REPS,12505,0.0
2003-03-19,2.0,2003-03-19,40,1.0,4.0,SENATE,9641.0,0.0
2003-03-19,2.0,2003-03-19,40,1,4,REPS,12861,0.0
2003-03-20,2.0,2003-03-20,40,1.0,4.0,SENATE,9815.0,0.0
2003-03-20,2.0,2003-03-20,40,1,4,REPS,13085,0.0
2003-03-24,2.0,2003-03-24,40,1.0,4.0,SENATE,9933.0,0.0
2003-03-24,2.0,2003-03-24,40,1,4,REPS,13273,0.0
2003-03-25,2.0,2003-03-25,40,1.0,4.0,SENATE,10063.0,0.0
2003-03-25,2.0,2003-03-25,40,1,4,REPS,13401,0.0
2003-03-26,2.0,2003-03-26,40,1.0,4.0,SENATE,10151.0,0.0
2003-03-26,2.0,2003-03-26,40,1,4,REPS,13499,0.0
2003-03-27,2.0,2003-03-27,40,1.0,4.0,SENATE,10317.0,0.0
2003-05-13,2.0,2003-05-13,40,1.0,5.0,SENATE,10537.0,0.0
2003-05-13,2.0,2003-05-13,40,1,5,REPS,13961,0.0
2003-05-14,2.0,2003-05-14,40,1.0,5.0,SENATE,10865.0,0.0
2003-05-14,2.0,2003-05-14,40,1,5,REPS,14333,0.0
2003-05-15,2.0,2003-05-15,40,1.0,5.0,SENATE,11169.0,0.0
2003-05-15,2.0,2003-05-15,40,1,5,REPS,14637,0.0
2003-05-26,2.0,2003-05-26,40,1,5,REPS,14831,0.0
2003-05-27,2.0,2003-05-27,40,1,5,REPS,15021,0.0
2003-05-28,2.0,2003-05-28,40,1,5,REPS,15129,0.0
2003-05-29,2.0,2003-05-29,40,1,5,REPS,15385,0.0
2003-06-02,2.0,2003-06-02,40,1,5,REPS,15557,0.0
2003-06-03,2.0,2003-06-03,40,1,5,REPS,15739,0.0
2003-06-04,2.0,2003-06-04,40,1,5,REPS,15921,0.0
2003-06-05,2.0,2003-06-05,40,1,5,REPS,16191,0.0
2003-06-16,2.0,2003-06-16,40,1.0,5.0,SENATE,11343.0,0.0
2003-06-16,2.0,2003-06-16,40,1,5,REPS,16361,0.0
2003-06-17,2.0,2003-06-17,40,1.0,5.0,SENATE,11617.0,0.0
2003-06-17,2.0,2003-06-17,40,1,5,REPS,16577,0.0
2003-06-18,2.0,2003-06-18,40,1.0,5.0,SENATE,11793.0,0.0
2003-06-18,2.0,2003-06-18,40,1,5,REPS,16767,0.0
2003-06-19,2.0,2003-06-19,40,1.0,5.0,SENATE,11935.0,0.0
2003-06-19,2.0,2003-06-19,40,0,5,REPS,16975,0.0
2003-06-23,2.0,2003-06-23,40,1.0,5.0,SENATE,12117.0,0.0
2003-06-23,2.0,2003-06-23,40,1,5,REPS,17143,0.0
2003-06-24,2.0,2003-06-24,40,1.0,5.0,SENATE,12281.0,0.0
2003-06-24,2.0,2003-06-24,40,1,5,REPS,17277,0.0
2003-06-25,2.0,2003-06-25,40,1.0,5.0,SENATE,12429.0,0.0
2003-06-25,2.0,2003-06-25,40,1,5,REPS,17419,0.0
2003-06-26,2.0,2003-06-26,40,1.0,5.0,SENATE,12633.0,0.0
2003-06-26,2.0,2003-06-26,40,1,5,REPS,17617,0.0
2003-08-11,2.0,2003-08-11,40,1.0,6.0,SENATE,12937.0,0.0
2003-08-11,2.0,2003-08-11,40,1,6,REPS,17927,0.0
2003-08-12,2.0,2003-08-12,40,1.0,6.0,SENATE,13283.0,0.0
2003-08-12,2.0,2003-08-12,40,1,6,REPS,18177,0.0
2003-08-13,2.0,2003-08-13,40,1.0,6.0,SENATE,13439.0,0.0
2003-08-13,2.0,2003-08-13,40,1,6,REPS,0,
2003-08-14,2.0,2003-08-14,40,1.0,6.0,SENATE,13603.0,0.0
2003-08-14,2.0,2003-08-14,40,1,6,REPS,0,
2003-08-18,2.0,2003-08-18,40,1.0,6.0,SENATE,13731.0,0.0
2003-08-18,2.0,2003-08-18,40,1,6,REPS,18669,0.0
2003-08-19,2.0,2003-08-19,40,1.0,6.0,SENATE,13873.0,0.0
2003-08-19,2.0,2003-08-19,40,1,6,REPS,18815,0.0
2003-08-20,2.0,2003-08-20,40,1.0,6.0,SENATE,14053.0,0.0
2003-08-20,2.0,2003-08-20,40,1,6,REPS,0,
2003-08-21,2.0,2003-08-21,40,1.0,6.0,SENATE,14205.0,0.0
2003-08-21,2.0,2003-08-21,40,1,6,REPS,19149,0.0
2003-09-08,2.0,2003-09-08,40,1.0,6.0,SENATE,14349.0,0.0
2003-09-08,2.0,2003-09-08,40,1,6,REPS,19313,0.0
